GEN	1	<<	Narr_01: Genesis	#19		1	GENESIS *~*GENESIS 1
2KI	5	24	Narr_12: 2_Kings	#11		13300	" {24} When Gehazi came to the hill, he took the things from the servants and put them away in the house. He sent the men away and they left."
2KI	5	25	Narr_12: 2_Kings	#11		13301	" {25} Then he went in and stood before his master Elisha. Elisha asked,"
2KI	5	25	Elisha	#02		13302	" << Where have you been, Gehazi?>>"
2KI	5	25	Narr_12: 2_Kings	#11		13303	" Gehazi answsered,"
2KI	5	25	Gehazi	#14		13304	" << Your servant didn't go anywhere,>>"
2KI	5	26	Narr_12: 2_Kings	#11		13305	" {26} But Elisha said to him,"
2KI	5	26	Elisha	#02		13306	 << Was not my spirit with you when the man got down from his chariot to meet you?
2KI	5	26	Elisha	#02		13307	" Is this the time to take money, or to accept clothes, olive groves, vineyards, flocks, herds, or menservants and maidservants?"
2KI	5	27	Elisha	#02		13308	 {27} Naaman's leprosy will cling to you and to your descendants forever.>>
2KI	5	27	Narr_12: 2_Kings	#11		13309	" Then Gehazi went from Elisha's presence and he was leprous, as white as snow.*~**~*||||| + 2 SECs |||||*~*"
2KI	6	<<	Narr_12: 2_Kings	#11		13310	2 KINGS 6
2KI	6	1	Narr_12: 2_Kings	#11		13311	" {1} The company of the prophets said to Elisha,"
2KI	6	1	Man	#04		13312	" << Look, the place where we meet with you is too small for us."
2KI	6	2	Man	#04		13313	" {2} Let us go to the Jordan, where each of us can get a pole; and let us build a place there for us to live.>>"
2KI	6	2	Narr_12: 2_Kings	#11		13314	" And he said,"
2KI	6	2	Elisha	#02		13315	 << Go.>>
2KI	6	3	Narr_12: 2_Kings	#11		13316	" {3} Then one of them said,"
2KI	6	3	Man	#03		13317	 << Won't you please come with your servants?>>
2KI	6	3	Narr_12: 2_Kings	#11		13318	" Elisha replied,"
2KI	6	3	Elisha	#02		13319	" << I will,>>"
2KI	6	4	Narr_12: 2_Kings	#11		13320	" {4} And he went with them. They went to the Jordan and began to cut down trees. {5} As one of them was cutting down a tree, the iron axhead fell into the water. He cried out,"
2KI	6	5	Man	#03		13321	" << Oh, my lord, it was borrowed! >>"
2KI	6	6	Narr_12: 2_Kings	#11		13322	" {6} The man of God asked,"
2KI	6	6	Elisha	#02		13323	 << Where did it fall?>>
2KI	6	6	Narr_12: 2_Kings	#11		13324	" When he showed him the place, Elisha cut a stick and threw it there, and made the iron float {7} He said,."
2KI	6	7	Elisha	#02		13325	" << Lift it out,>>"
2KI	6	7	Narr_12: 2_Kings	#11		13326	" Then the man reached out his hand and took it. {8} Now the king of Aram was at war with Israel. After conferring with his officers, he said,"
2KI	6	8	King of Syria	#17		13327	 << I will set up my camp in such and such a place.>>
2KI	6	9	Narr_12: 2_Kings	#11		13328	 {9} The man of God sent word to the king of Israel:
2KI	6	9	Elisha	#02		13329	" << Beware of passing that place, because the Arameans are going down there.>>"
2KI	6	10	Narr_12: 2_Kings	#11		13330	" {10} So the king of Israel checked on the place indicated by the man of God. Time and again Elisha warned the king, so that he was on his guard in such places."
2KI	6	11	Narr_12: 2_Kings	#11		13331	" {11} This enraged the king of Aram. He summoned his officers and demanded of them,"
2KI	6	11	King of Syria	#17		13332	 << Will you not tell me which of us is on the side of the king of Israel?>>
2KI	6	12	Narr_12: 2_Kings	#11		13333	" {12} One of his officers said,"
2KI	6	12	Officer	#10		13334	" << None of us, my lord the king, but Elisha, the prophet who is in Israel, tells the king of Israel the very words you speak in your bedroom.>>"
2KI	6	13	Narr_12: 2_Kings	#11		13335	" {13} The king ordered,"
2KI	6	13	King of Syria	#17		13336	" << Go, find out where he is so I can send men and capture him.>>"
2KI	6	13	Narr_12: 2_Kings	#11		13337	 The report came back:
2KI	6	13	Officer	#15		13338	 << He is in Dothan.>>
2KI	6	14	Narr_12: 2_Kings	#11		13339	 {14} Then he sent horses and chariots and a strong force there. They went by night and surrounded the city.
2KI	6	15	Narr_12: 2_Kings	#11		13340	" {15} When the servant of the man of God got up and went out early the next morning, an army with horses and chariots had surrounded the city. The servant asked,"
2KI	6	15	Servant	#12		13341	" << Oh, my lord, what shall we do?>>"
2KI	6	16	Narr_12: 2_Kings	#11		13342	" {16} The prophet answered,"
2KI	6	16	Elisha	#02		13343	 << Don't be afraid. Those who are with us are more than those who are with them.>>
2KI	6	17	Narr_12: 2_Kings	#11		13344	" {17} And Elisha prayed,"
2KI	6	17	Elisha	#02		13345	" << O Lord, open his eyes so he may see.>>"
2KI	6	17	Narr_12: 2_Kings	#11		13346	" Then the Lord opened the servant's eyes, and he looked and saw the hills full of horses and chariots of fire all around Elisha."
2KI	6	18	Narr_12: 2_Kings	#11		13347	" {18} As the enemy came down toward him, Elisha prayed to the Lord,"
2KI	6	18	Elisha	#02		13348	 << Strike these people with blindness.>>
2KI	6	18	Narr_12: 2_Kings	#11		13349	" So he struck them with blindness, as Elisha had asked. {19} Elisha told them,"
2KI	6	19	Elisha	#02		13350	" << This is not the road and this is not the city. Follow me, and I will lead you to the man you are looking for.>>"
2KI	6	19	Narr_12: 2_Kings	#11		13351	" And he led them to Samaria. {20} After they entered the city, Elisha said,"
2KI	6	20	Elisha	#02		13352	" << Lord, open the eyes of these men so they can see.>>"
2KI	6	20	Narr_12: 2_Kings	#11		13353	" Then the Lord opened their eyes and they looked, and there they were, inside Samaria."
2KI	6	21	Narr_12: 2_Kings	#11		13354	" {21} When the king of Israel saw them, he asked Elisha,"
2KI	6	21	King Joram	#09		13355	" << Shall I kill them, my father? Shall I kill them?>>"
2KI	6	22	Narr_12: 2_Kings	#11		13356	" {22} He answered,"
2KI	6	22	Elisha	#02		13357	 << Do not kill them. Would you kill men you have captured with your own sword or bow?
2KI	6	22	Elisha	#02		13358	 Set food and water before them so that they may eat and drink and then go back to their master.>>
2KI	6	23	Narr_12: 2_Kings	#11		13359	" {23} So he prepared a great feast for them, and after they had finished eating and drinking, he sent them away, and they returned to their master."
2KI	6	23	Narr_12: 2_Kings	#11		13360	 So the bands from Aram stopped raiding Israel's territory.
2KI	6	24	Narr_12: 2_Kings	#11		13361	" {24} Some time later, Ben-Hadad king of Aram mobilized his entire army and marched up and laid siege to Samaria."
2KI	6	25	Narr_12: 2_Kings	#11		13362	" {25} There was a great famine in the city; the siege lasted so long that a donkey's head sold for eighty shekels of silver, and a fourth of a cab of seed pods for five shekels."
2KI	6	26	Narr_12: 2_Kings	#11		13363	" {26} As the king of Israel was passing by on the wall, a woman cried to him,"
2KI	6	26	Samarian Woman	#22		13364	" << Help me, my lord the king!>>"
2KI	6	27	Narr_12: 2_Kings	#11		13365	" {27} The king replied,"
2KI	6	27	King Joram	#09		13366	" << If the Lord does not help you, where can I get help for you?"
2KI	6	27	King Joram	#09		13367	 From the threshing floor? From the winepress?>>
2KI	6	28	Narr_12: 2_Kings	#11		13368	" {28} Then he asked her,"
2KI	6	28	King Joram	#09		13369	 << What's the matter?
2KI	6	28	Narr_12: 2_Kings	#11		13370	" She answered,"
2KI	6	28	Samarian Woman	#22		13371	" << This woman said to me, 'Give up your son so we may eat him today, and tomorrow we'll eat my son.'"
2KI	6	29	Samarian Woman	#22		13372	 {29} So we cooked my son and ate him.
2KI	6	29	Samarian Woman	#22		13373	" The next day I said to her, 'Give up your son so we may eat him,' but she had hidden him.>>"
2KI	6	30	Narr_12: 2_Kings	#11		13374	" {30} When the king heard the woman's words, he tore his robes. As he went along the wall, the people looked, and there, underneath, he had sackcloth on his body. {31} He said,"
2KI	6	31	King Joram	#09		13375	" << May God deal with me, be it ever so severely, if the head of Elisha son of Shaphat remains on his shoulders today!>>"
2KI	6	32	Narr_12: 2_Kings	#11		13376	" {32} Now Elisha was sitting in his house, and the elders were sitting with him. The king sent a messenger ahead, but before he arrived, Elisha said to the elders,"
2KI	6	32	Elisha	#02		13377	 << Don't you see how this murderer is sending someone to cut off my head?
2KI	6	32	Elisha	#02		13378	" Look, when the messenger comes, shut the door and hold it shut against him."
2KI	6	32	Elisha	#02		13379	 Is not the sound of his master's footsteps behind him?>>
2KI	6	33	Narr_12: 2_Kings	#11		13380	" {33} While he was still talking to them, the messenger came down to him. And the king said,"
2KI	6	33	King Joram	#09		13381	 << This disaster is from the Lord. Why should I wait for the Lord any longer?>>*~**~*||||| + 2 SECs |||||*~*
2KI	7	<<	Narr_12: 2_Kings	#11		13382	2 KINGS 7
2KI	7	1	Narr_12: 2_Kings	#11		13383	" {1} Elisha said,"
2KI	7	1	Elisha	#02		13384	 << Hear the word of the Lord. This is what the Lord says:
2KI	7	1	Elisha	#02		13385	" About this time tomorrow, a seah of flour will sell for a shekel and two seahs of barley for a shekel at the gate of Samaria.>>"
2KI	7	2	Narr_12: 2_Kings	#11		13386	" {2} The officer on whose arm the king was leaning said to the man of God,"
2KI	7	2	Officer	#08		13387	" << Look, even if the Lord should open the floodgates of the heavens, could this happen?>>"
2KI	7	2	Narr_12: 2_Kings	#11		13388	" Elisha answered,"
2KI	7	2	Elisha	#02		13389	" << You will see it with your own eyes, but you will not eat any of it!>>"
2KI	7	3	Narr_12: 2_Kings	#11		13390	" {3} Now there were four men with leprosy at the entrance of the city gate. They said to each other,"
2KI	7	3	Leper #1	#07		13391	 << Why stay here until we die?
2KI	7	4	Leper #1	#07		13392	" {4} If we say, 'We'll go into the city'--the famine is there, and we will die."
2KI	7	4	Leper #1	#07		13393	" And if we stay here, we will die."
2KI	7	4	Leper #1	#07		13394	 So let's go over to the camp of the Arameans and surrender.
2KI	7	4	Leper #1	#07		13395	" If they spare us, we live; if they kill us, then we die.>>"
2KI	7	5	Narr_12: 2_Kings	#11		13396	" {5} At dusk they got up and went to the camp of the Arameans. When they reached the edge of the camp, not a man was there,"
2KI	7	6	Narr_12: 2_Kings	#11		13397	" {6} for the Lord had caused the Arameans to hear the sound of chariots and horses and a great army, so that they said to one another,"
2KI	7	6	Leper #2	#05		13398	" << Look, the king of Israel has hired the Hittite and Egyptian kings to attack us!>>"
2KI	7	7	Narr_12: 2_Kings	#11		13399	 {7} So they got up and fled in the dusk and abandoned their tents and their horses and donkeys. They left the camp as it was and ran for their lives.
2KI	7	8	Narr_12: 2_Kings	#11		13400	" {8} The men who had leprosy reached the edge of the camp and entered one of the tents. They ate and drank, and carried away silver, gold and clothes, and went off and hid them."
2KI	7	8	Narr_12: 2_Kings	#11		13401	" They returned and entered another tent and took some things from it and hid them also. {9} Then they said to each other,"
2KI	7	9	Leper #1	#07		13402	 << We're not doing right. This is a day of good news and we are keeping it to ourselves.
2KI	7	9	Leper #1	#07		13403	" If we wait until daylight, punishment will overtake us. Let's go at once and report this to the royal palace.>>"
2KI	7	10	Narr_12: 2_Kings	#11		13404	" {10} So they went and called out to the city gatekeepers and told them,"
2KI	7	10	Leper #2	#05		13405	 << We went into the Aramean camp and not a man was there--
2KI	7	10	Leper #2	#05		13406	" not a sound of anyone--only tethered horses and donkeys, and the tents left just as they were.>>"
2KI	7	11	Narr_12: 2_Kings	#11		13407	" {11} The gatekeepers shouted the news, and it was reported within the palace. {12} The king got up in the night and said to his officers,"
2KI	7	12	King Joram	#09		13408	 << I will tell you what the Arameans have done to us. They know we are starving;
2KI	7	12	King Joram	#09		13409	" so they have left the camp to hide in the countryside, thinking, 'They will surely come out, and then we will take them alive and get into the city.'>>"
2KI	7	13	Narr_12: 2_Kings	#11		13410	" {13} One of his officers answered,"
2KI	7	13	Officer	#06		13411	 << Have some men take five of the horses that are left in the city.
2KI	7	13	Officer	#06		13412	" Their plight will be like that of all the Israelites left here--yes, they will only be like all these Israelites who are doomed."
2KI	7	13	Officer	#06		13413	 So let us send them to find out what happened.>>
2KI	7	14	Narr_12: 2_Kings	#11		13414	" {14} So they selected two chariots with their horses, and the king sent them after the Aramean army. He commanded the drivers,"
2KI	7	14	King Joram	#09		13415	 << Go and find out what has happened.>>
2KI	7	15	Narr_12: 2_Kings	#11		13416	" {15} They followed them as far as the Jordan, and they found the whole road strewn with the clothing and equipment the Arameans had thrown away in their headlong flight."
2KI	7	15	Narr_12: 2_Kings	#11		13417	 So the messengers returned and reported to the king.
2KI	7	16	Narr_12: 2_Kings	#11		13418	" {16} Then the people went out and plundered the camp of the Arameans. So a seah of flour sold for a shekel, and two seahs of barley sold for a shekel, as the Lord had said."
2KI	7	17	Narr_12: 2_Kings	#11		13419	 {17} Now the king had put the officer on whose arm he leaned in charge of the gate.
2KI	7	17	Narr_12: 2_Kings	#11		13420	" And the people trampled him in the gateway, and he died, just as the man of God had foretold when the king came down to his house."
2KI	7	18	Narr_12: 2_Kings	#11		13421	 {18} It happened as the man of God had said to the king:
2KI	7	18	Elisha	#02		13422	" << About this time tomorrow, a seah of flour will sell for a shekel and two seahs of barley for a shekel at the gate of Samaria.>>"
2KI	7	19	Narr_12: 2_Kings	#11		13423	" {19} The officer had said to the man of God,"
2KI	7	19	Officer	#06		13424	" << Look, even if the Lord should open the floodgates of the heavens, could this happen?>>"
2KI	7	19	Narr_12: 2_Kings	#11		13425	" The man of God had replied,"
2KI	7	19	Elisha	#02		13426	" << You will see it with your own eyes, but you will not eat any of it!>>"
2KI	7	20	Narr_12: 2_Kings	#11		13427	" {20} And that is exactly what happened to him, for the people trampled him in the gateway, and he died.*~**~*||||| + 2 SECs |||||*~*"
2KI	8	<<	Narr_12: 2_Kings	#11		13428	2 KINGS 8
2KI	8	1	Narr_12: 2_Kings	#11		13429	" {1} Now Elisha had said to the woman whose son he had restored to life,"
2KI	8	1	Elisha	#02		13430	" << Go away with your family and stay for a while wherever you can, because the Lord has decreed a famine in the land that will last seven years.>>"
2KI	8	2	Narr_12: 2_Kings	#11		13431	 {2} The woman proceeded to do as the man of God said. She and her family went away and stayed in the land of the Philistines seven years.
2KI	8	3	Narr_12: 2_Kings	#11		13432	 {3} At the end of the seven years she came back from the land of the Philistines and went to the king to beg for her house and land.
2KI	8	4	Narr_12: 2_Kings	#11		13433	" {4} The king was talking to Gehazi, the servant of the man of God, and had said,"
2KI	8	4	King Joram	#09		13434	 << Tell me about all the great things Elisha has done.>>
2KI	8	5	Narr_12: 2_Kings	#11		13435	" {5} Just as Gehazi was telling the king how Elisha had restored the dead to life, the woman whose son Elisha had brought back to life came to beg the king for her house and land. Gehazi said,"
2KI	8	5	Gehazi	#14		13436	" << This is the woman, my lord the king, and this is her son whom Elisha restored to life.>>"
